Hyperparameters:
N: 5
T: 10
beta: 0.001
sigma: 10000.0
learning_rate: 0.0001
max_iterations: 1000000

Iteration 0/1000000, Loss 0: 0.049268, Loss 1: 0.014996, Total Loss: 150.010742, Learning Rate: 0.00010000
Iteration 2200/1000000, Loss 0: 0.044325, Loss 1: 0.000076, Total Loss: 0.803887, Learning Rate: 0.00010000
Iteration 2300/1000000, Loss 0: 0.044264, Loss 1: 0.000053, Total Loss: 0.573444, Learning Rate: 0.00010000
Iteration 2400/1000000, Loss 0: 0.044205, Loss 1: 0.000036, Total Loss: 0.405327, Learning Rate: 0.00010000
Iteration 2500/1000000, Loss 0: 0.044149, Loss 1: 0.000024, Total Loss: 0.285243, Learning Rate: 0.00010000
Iteration 2600/1000000, Loss 0: 0.044097, Loss 1: 0.000016, Total Loss: 0.201383, Learning Rate: 0.00010000
Iteration 2700/1000000, Loss 0: 0.044044, Loss 1: 0.000010, Total Loss: 0.144191, Learning Rate: 0.00010000
Iteration 2800/1000000, Loss 0: 0.043992, Loss 1: 0.000006, Total Loss: 0.106148, Learning Rate: 0.00010000
Iteration 2900/1000000, Loss 0: 0.043941, Loss 1: 0.000004, Total Loss: 0.081493, Learning Rate: 0.00010000
Iteration 3000/1000000, Loss 0: 0.043890, Loss 1: 0.000002, Total Loss: 0.065946, Learning Rate: 0.00010000
Iteration 3100/1000000, Loss 0: 0.043840, Loss 1: 0.000001, Total Loss: 0.056419, Learning Rate: 0.00010000
Iteration 3200/1000000, Loss 0: 0.043790, Loss 1: 0.000001, Total Loss: 0.050745, Learning Rate: 0.00010000
Iteration 3300/1000000, Loss 0: 0.043741, Loss 1: 0.000000, Total Loss: 0.047466, Learning Rate: 0.00010000
Iteration 3400/1000000, Loss 0: 0.043693, Loss 1: 0.000000, Total Loss: 0.045621, Learning Rate: 0.00010000
Iteration 3500/1000000, Loss 0: 0.043645, Loss 1: 0.000000, Total Loss: 0.044616, Learning Rate: 0.00010000
Iteration 3600/1000000, Loss 0: 0.043598, Loss 1: 0.000000, Total Loss: 0.044064, Learning Rate: 0.00010000
Iteration 3700/1000000, Loss 0: 0.043552, Loss 1: 0.000000, Total Loss: 0.043777, Learning Rate: 0.00010000
Iteration 3800/1000000, Loss 0: 0.043507, Loss 1: 0.000000, Total Loss: 0.043610, Learning Rate: 0.00010000
Iteration 3900/1000000, Loss 0: 0.043463, Loss 1: 0.000000, Total Loss: 0.043512, Learning Rate: 0.00010000
Iteration 4000/1000000, Loss 0: 0.043419, Loss 1: 0.000000, Total Loss: 0.043442, Learning Rate: 0.00010000
Iteration 4100/1000000, Loss 0: 0.043376, Loss 1: 0.000000, Total Loss: 0.043389, Learning Rate: 0.00010000
Iteration 4200/1000000, Loss 0: 0.043334, Loss 1: 0.000000, Total Loss: 0.043353, Learning Rate: 0.00010000
Iteration 4300/1000000, Loss 0: 0.043292, Loss 1: 0.000000, Total Loss: 0.043300, Learning Rate: 0.00010000
Iteration 4400/1000000, Loss 0: 0.043252, Loss 1: 0.000000, Total Loss: 0.043256, Learning Rate: 0.00010000
Iteration 4500/1000000, Loss 0: 0.043211, Loss 1: 0.000000, Total Loss: 0.043218, Learning Rate: 0.00010000
Iteration 4600/1000000, Loss 0: 0.043170, Loss 1: 0.000000, Total Loss: 0.043190, Learning Rate: 0.00010000
Iteration 4700/1000000, Loss 0: 0.043131, Loss 1: 0.000000, Total Loss: 0.043145, Learning Rate: 0.00010000
Iteration 4800/1000000, Loss 0: 0.043090, Loss 1: 0.000000, Total Loss: 0.043103, Learning Rate: 0.00010000
Iteration 4900/1000000, Loss 0: 0.043050, Loss 1: 0.000000, Total Loss: 0.043056, Learning Rate: 0.00010000
Iteration 5000/1000000, Loss 0: 0.043011, Loss 1: 0.000000, Total Loss: 0.043013, Learning Rate: 0.00010000
Iteration 5100/1000000, Loss 0: 0.042970, Loss 1: 0.000000, Total Loss: 0.042980, Learning Rate: 0.00010000
Iteration 5200/1000000, Loss 0: 0.042930, Loss 1: 0.000000, Total Loss: 0.042934, Learning Rate: 0.00010000
Iteration 5300/1000000, Loss 0: 0.042889, Loss 1: 0.000000, Total Loss: 0.042897, Learning Rate: 0.00010000
Iteration 5400/1000000, Loss 0: 0.042849, Loss 1: 0.000000, Total Loss: 0.042853, Learning Rate: 0.00010000
Iteration 5500/1000000, Loss 0: 0.042807, Loss 1: 0.000000, Total Loss: 0.042813, Learning Rate: 0.00010000
Iteration 5600/1000000, Loss 0: 0.042764, Loss 1: 0.000000, Total Loss: 0.042772, Learning Rate: 0.00010000
Iteration 5700/1000000, Loss 0: 0.042722, Loss 1: 0.000000, Total Loss: 0.042735, Learning Rate: 0.00010000
Iteration 5800/1000000, Loss 0: 0.042679, Loss 1: 0.000000, Total Loss: 0.042685, Learning Rate: 0.00010000
Iteration 5900/1000000, Loss 0: 0.042635, Loss 1: 0.000000, Total Loss: 0.042647, Learning Rate: 0.00010000
Iteration 6000/1000000, Loss 0: 0.042591, Loss 1: 0.000000, Total Loss: 0.042600, Learning Rate: 0.00010000
Iteration 6100/1000000, Loss 0: 0.042546, Loss 1: 0.000000, Total Loss: 0.042552, Learning Rate: 0.00010000
Iteration 6200/1000000, Loss 0: 0.042500, Loss 1: 0.000000, Total Loss: 0.042511, Learning Rate: 0.00010000
Iteration 6300/1000000, Loss 0: 0.042454, Loss 1: 0.000000, Total Loss: 0.042458, Learning Rate: 0.00010000
Iteration 6400/1000000, Loss 0: 0.042406, Loss 1: 0.000000, Total Loss: 0.042409, Learning Rate: 0.00010000
Iteration 6500/1000000, Loss 0: 0.042357, Loss 1: 0.000000, Total Loss: 0.042369, Learning Rate: 0.00010000
Iteration 6600/1000000, Loss 0: 0.042308, Loss 1: 0.000000, Total Loss: 0.042318, Learning Rate: 0.00010000
Iteration 6700/1000000, Loss 0: 0.042256, Loss 1: 0.000000, Total Loss: 0.042268, Learning Rate: 0.00010000
Iteration 6800/1000000, Loss 0: 0.042205, Loss 1: 0.000000, Total Loss: 0.042210, Learning Rate: 0.00010000
Iteration 6900/1000000, Loss 0: 0.042151, Loss 1: 0.000000, Total Loss: 0.042163, Learning Rate: 0.00010000
Iteration 7000/1000000, Loss 0: 0.042097, Loss 1: 0.000000, Total Loss: 0.042106, Learning Rate: 0.00010000
Iteration 7100/1000000, Loss 0: 0.042041, Loss 1: 0.000000, Total Loss: 0.042046, Learning Rate: 0.00010000
Iteration 7200/1000000, Loss 0: 0.041983, Loss 1: 0.000000, Total Loss: 0.041990, Learning Rate: 0.00010000
Iteration 7300/1000000, Loss 0: 0.041923, Loss 1: 0.000000, Total Loss: 0.041927, Learning Rate: 0.00010000
Iteration 7400/1000000, Loss 0: 0.041862, Loss 1: 0.000000, Total Loss: 0.041866, Learning Rate: 0.00010000
Iteration 7500/1000000, Loss 0: 0.041798, Loss 1: 0.000000, Total Loss: 0.041803, Learning Rate: 0.00010000
Iteration 7600/1000000, Loss 0: 0.041733, Loss 1: 0.000000, Total Loss: 0.041745, Learning Rate: 0.00010000
Iteration 7700/1000000, Loss 0: 0.041666, Loss 1: 0.000000, Total Loss: 0.041672, Learning Rate: 0.00010000
Iteration 7800/1000000, Loss 0: 0.041597, Loss 1: 0.000000, Total Loss: 0.041602, Learning Rate: 0.00010000
Iteration 7900/1000000, Loss 0: 0.041525, Loss 1: 0.000000, Total Loss: 0.041531, Learning Rate: 0.00010000
Iteration 8000/1000000, Loss 0: 0.041452, Loss 1: 0.000000, Total Loss: 0.041459, Learning Rate: 0.00010000
Iteration 8100/1000000, Loss 0: 0.041376, Loss 1: 0.000000, Total Loss: 0.041392, Learning Rate: 0.00010000
Iteration 8200/1000000, Loss 0: 0.041297, Loss 1: 0.000000, Total Loss: 0.041306, Learning Rate: 0.00010000
Iteration 8300/1000000, Loss 0: 0.041216, Loss 1: 0.000000, Total Loss: 0.041221, Learning Rate: 0.00010000
Iteration 8400/1000000, Loss 0: 0.041133, Loss 1: 0.000000, Total Loss: 0.041137, Learning Rate: 0.00010000
Iteration 8500/1000000, Loss 0: 0.041046, Loss 1: 0.000000, Total Loss: 0.041058, Learning Rate: 0.00010000
Iteration 8600/1000000, Loss 0: 0.040957, Loss 1: 0.000000, Total Loss: 0.040964, Learning Rate: 0.00010000
Iteration 8700/1000000, Loss 0: 0.040865, Loss 1: 0.000000, Total Loss: 0.040880, Learning Rate: 0.00010000
Iteration 8800/1000000, Loss 0: 0.040770, Loss 1: 0.000000, Total Loss: 0.040775, Learning Rate: 0.00010000
Iteration 8900/1000000, Loss 0: 0.040673, Loss 1: 0.000000, Total Loss: 0.040685, Learning Rate: 0.00010000
Iteration 9000/1000000, Loss 0: 0.040572, Loss 1: 0.000000, Total Loss: 0.040575, Learning Rate: 0.00010000
Iteration 9100/1000000, Loss 0: 0.040468, Loss 1: 0.000000, Total Loss: 0.040480, Learning Rate: 0.00010000
Iteration 9200/1000000, Loss 0: 0.040362, Loss 1: 0.000000, Total Loss: 0.040371, Learning Rate: 0.00010000
Iteration 9300/1000000, Loss 0: 0.040251, Loss 1: 0.000000, Total Loss: 0.040259, Learning Rate: 0.00010000
Iteration 9400/1000000, Loss 0: 0.040138, Loss 1: 0.000000, Total Loss: 0.040143, Learning Rate: 0.00010000
Iteration 9500/1000000, Loss 0: 0.040021, Loss 1: 0.000000, Total Loss: 0.040031, Learning Rate: 0.00010000
Iteration 9600/1000000, Loss 0: 0.039901, Loss 1: 0.000000, Total Loss: 0.039907, Learning Rate: 0.00010000
Iteration 9700/1000000, Loss 0: 0.039778, Loss 1: 0.000000, Total Loss: 0.039784, Learning Rate: 0.00010000
Iteration 9800/1000000, Loss 0: 0.039651, Loss 1: 0.000000, Total Loss: 0.039654, Learning Rate: 0.00010000
Iteration 9900/1000000, Loss 0: 0.039521, Loss 1: 0.000000, Total Loss: 0.039527, Learning Rate: 0.00010000
Iteration 10000/1000000, Loss 0: 0.039388, Loss 1: 0.000000, Total Loss: 0.039410, Learning Rate: 0.00010000
Iteration 10100/1000000, Loss 0: 0.039252, Loss 1: 0.000000, Total Loss: 0.039263, Learning Rate: 0.00010000
Iteration 10200/1000000, Loss 0: 0.039111, Loss 1: 0.000000, Total Loss: 0.039118, Learning Rate: 0.00010000
Iteration 10300/1000000, Loss 0: 0.038969, Loss 1: 0.000000, Total Loss: 0.038982, Learning Rate: 0.00010000
Iteration 10400/1000000, Loss 0: 0.038822, Loss 1: 0.000000, Total Loss: 0.038831, Learning Rate: 0.00010000
Iteration 10500/1000000, Loss 0: 0.038672, Loss 1: 0.000000, Total Loss: 0.038676, Learning Rate: 0.00010000
Iteration 10600/1000000, Loss 0: 0.038520, Loss 1: 0.000000, Total Loss: 0.038529, Learning Rate: 0.00010000
Iteration 10700/1000000, Loss 0: 0.038365, Loss 1: 0.000000, Total Loss: 0.038369, Learning Rate: 0.00010000
Iteration 10800/1000000, Loss 0: 0.038206, Loss 1: 0.000000, Total Loss: 0.038211, Learning Rate: 0.00010000
Iteration 10900/1000000, Loss 0: 0.038045, Loss 1: 0.000000, Total Loss: 0.038051, Learning Rate: 0.00010000
Iteration 11000/1000000, Loss 0: 0.037882, Loss 1: 0.000000, Total Loss: 0.037892, Learning Rate: 0.00010000
Iteration 11100/1000000, Loss 0: 0.037715, Loss 1: 0.000000, Total Loss: 0.037722, Learning Rate: 0.00010000
Iteration 11200/1000000, Loss 0: 0.037546, Loss 1: 0.000000, Total Loss: 0.037555, Learning Rate: 0.00010000
Iteration 11300/1000000, Loss 0: 0.037375, Loss 1: 0.000000, Total Loss: 0.037379, Learning Rate: 0.00010000
Iteration 11400/1000000, Loss 0: 0.037203, Loss 1: 0.000000, Total Loss: 0.037207, Learning Rate: 0.00010000
Iteration 11500/1000000, Loss 0: 0.037028, Loss 1: 0.000000, Total Loss: 0.037031, Learning Rate: 0.00010000
Iteration 11600/1000000, Loss 0: 0.036852, Loss 1: 0.000000, Total Loss: 0.036857, Learning Rate: 0.00010000
Iteration 11700/1000000, Loss 0: 0.036674, Loss 1: 0.000000, Total Loss: 0.036684, Learning Rate: 0.00010000
Iteration 11800/1000000, Loss 0: 0.036495, Loss 1: 0.000000, Total Loss: 0.036506, Learning Rate: 0.00010000
Iteration 11900/1000000, Loss 0: 0.036315, Loss 1: 0.000000, Total Loss: 0.036319, Learning Rate: 0.00010000
Iteration 12000/1000000, Loss 0: 0.036134, Loss 1: 0.000000, Total Loss: 0.036159, Learning Rate: 0.00010000
Iteration 12100/1000000, Loss 0: 0.035954, Loss 1: 0.000000, Total Loss: 0.035963, Learning Rate: 0.00010000
Iteration 12200/1000000, Loss 0: 0.035773, Loss 1: 0.000000, Total Loss: 0.035780, Learning Rate: 0.00010000
Iteration 12300/1000000, Loss 0: 0.035590, Loss 1: 0.000000, Total Loss: 0.035601, Learning Rate: 0.00010000
Iteration 12400/1000000, Loss 0: 0.035408, Loss 1: 0.000000, Total Loss: 0.035428, Learning Rate: 0.00010000
Iteration 12500/1000000, Loss 0: 0.035227, Loss 1: 0.000000, Total Loss: 0.035233, Learning Rate: 0.00010000
Iteration 12600/1000000, Loss 0: 0.035045, Loss 1: 0.000000, Total Loss: 0.035055, Learning Rate: 0.00010000
Iteration 12700/1000000, Loss 0: 0.034865, Loss 1: 0.000000, Total Loss: 0.034873, Learning Rate: 0.00010000
Iteration 12800/1000000, Loss 0: 0.034683, Loss 1: 0.000000, Total Loss: 0.034696, Learning Rate: 0.00010000
Iteration 12900/1000000, Loss 0: 0.034504, Loss 1: 0.000000, Total Loss: 0.034517, Learning Rate: 0.00010000
Iteration 13000/1000000, Loss 0: 0.034324, Loss 1: 0.000000, Total Loss: 0.034331, Learning Rate: 0.00010000
Iteration 13100/1000000, Loss 0: 0.034147, Loss 1: 0.000000, Total Loss: 0.034155, Learning Rate: 0.00010000
Iteration 13200/1000000, Loss 0: 0.033969, Loss 1: 0.000000, Total Loss: 0.033977, Learning Rate: 0.00010000
Iteration 13300/1000000, Loss 0: 0.033792, Loss 1: 0.000000, Total Loss: 0.033796, Learning Rate: 0.00010000
Iteration 13400/1000000, Loss 0: 0.033615, Loss 1: 0.000000, Total Loss: 0.033625, Learning Rate: 0.00010000
Iteration 13500/1000000, Loss 0: 0.033439, Loss 1: 0.000000, Total Loss: 0.033449, Learning Rate: 0.00010000
Iteration 13600/1000000, Loss 0: 0.033264, Loss 1: 0.000000, Total Loss: 0.033274, Learning Rate: 0.00010000
Iteration 13700/1000000, Loss 0: 0.033091, Loss 1: 0.000000, Total Loss: 0.033095, Learning Rate: 0.00010000
Iteration 13800/1000000, Loss 0: 0.032918, Loss 1: 0.000000, Total Loss: 0.032926, Learning Rate: 0.00010000
Iteration 13900/1000000, Loss 0: 0.032745, Loss 1: 0.000000, Total Loss: 0.032747, Learning Rate: 0.00010000
Iteration 14000/1000000, Loss 0: 0.032572, Loss 1: 0.000000, Total Loss: 0.032579, Learning Rate: 0.00010000
Iteration 14100/1000000, Loss 0: 0.032402, Loss 1: 0.000000, Total Loss: 0.032407, Learning Rate: 0.00010000
Iteration 14200/1000000, Loss 0: 0.032231, Loss 1: 0.000000, Total Loss: 0.032239, Learning Rate: 0.00010000
Iteration 14300/1000000, Loss 0: 0.032060, Loss 1: 0.000000, Total Loss: 0.032073, Learning Rate: 0.00010000
Iteration 14400/1000000, Loss 0: 0.031889, Loss 1: 0.000000, Total Loss: 0.031895, Learning Rate: 0.00010000
Iteration 14500/1000000, Loss 0: 0.031719, Loss 1: 0.000000, Total Loss: 0.031724, Learning Rate: 0.00010000
Iteration 14600/1000000, Loss 0: 0.031549, Loss 1: 0.000000, Total Loss: 0.031556, Learning Rate: 0.00010000
Iteration 14700/1000000, Loss 0: 0.031379, Loss 1: 0.000000, Total Loss: 0.031383, Learning Rate: 0.00010000
Iteration 14800/1000000, Loss 0: 0.031209, Loss 1: 0.000000, Total Loss: 0.031217, Learning Rate: 0.00010000
Iteration 14900/1000000, Loss 0: 0.031039, Loss 1: 0.000000, Total Loss: 0.031051, Learning Rate: 0.00010000
Iteration 15000/1000000, Loss 0: 0.030868, Loss 1: 0.000000, Total Loss: 0.030881, Learning Rate: 0.00010000
Iteration 15100/1000000, Loss 0: 0.030698, Loss 1: 0.000000, Total Loss: 0.030704, Learning Rate: 0.00010000
Iteration 15200/1000000, Loss 0: 0.030526, Loss 1: 0.000000, Total Loss: 0.030534, Learning Rate: 0.00010000
Iteration 15300/1000000, Loss 0: 0.030354, Loss 1: 0.000000, Total Loss: 0.030369, Learning Rate: 0.00010000
Iteration 15400/1000000, Loss 0: 0.030181, Loss 1: 0.000000, Total Loss: 0.030190, Learning Rate: 0.00010000
Iteration 15500/1000000, Loss 0: 0.030008, Loss 1: 0.000000, Total Loss: 0.030017, Learning Rate: 0.00010000
Iteration 15600/1000000, Loss 0: 0.029833, Loss 1: 0.000000, Total Loss: 0.029846, Learning Rate: 0.00010000
Iteration 15700/1000000, Loss 0: 0.029659, Loss 1: 0.000000, Total Loss: 0.029666, Learning Rate: 0.00010000
Iteration 15800/1000000, Loss 0: 0.029483, Loss 1: 0.000000, Total Loss: 0.029498, Learning Rate: 0.00010000
Iteration 15900/1000000, Loss 0: 0.029306, Loss 1: 0.000000, Total Loss: 0.029317, Learning Rate: 0.00010000
Iteration 16000/1000000, Loss 0: 0.029128, Loss 1: 0.000000, Total Loss: 0.029142, Learning Rate: 0.00010000
Iteration 16100/1000000, Loss 0: 0.028950, Loss 1: 0.000000, Total Loss: 0.028954, Learning Rate: 0.00010000
Iteration 16200/1000000, Loss 0: 0.028771, Loss 1: 0.000000, Total Loss: 0.028780, Learning Rate: 0.00010000
Iteration 16300/1000000, Loss 0: 0.028591, Loss 1: 0.000000, Total Loss: 0.028597, Learning Rate: 0.00010000
Iteration 16400/1000000, Loss 0: 0.028410, Loss 1: 0.000000, Total Loss: 0.028418, Learning Rate: 0.00010000
Iteration 16500/1000000, Loss 0: 0.028228, Loss 1: 0.000000, Total Loss: 0.028234, Learning Rate: 0.00010000
Iteration 16600/1000000, Loss 0: 0.028046, Loss 1: 0.000000, Total Loss: 0.028067, Learning Rate: 0.00010000
Iteration 16700/1000000, Loss 0: 0.027863, Loss 1: 0.000000, Total Loss: 0.027874, Learning Rate: 0.00010000
Iteration 16800/1000000, Loss 0: 0.027680, Loss 1: 0.000000, Total Loss: 0.027691, Learning Rate: 0.00010000
Iteration 16900/1000000, Loss 0: 0.027496, Loss 1: 0.000000, Total Loss: 0.027501, Learning Rate: 0.00010000
Iteration 17000/1000000, Loss 0: 0.027312, Loss 1: 0.000000, Total Loss: 0.027322, Learning Rate: 0.00010000
Iteration 17100/1000000, Loss 0: 0.027128, Loss 1: 0.000000, Total Loss: 0.027132, Learning Rate: 0.00010000
Iteration 17200/1000000, Loss 0: 0.026943, Loss 1: 0.000000, Total Loss: 0.026961, Learning Rate: 0.00010000
Iteration 17300/1000000, Loss 0: 0.026758, Loss 1: 0.000000, Total Loss: 0.026769, Learning Rate: 0.00010000
Iteration 17400/1000000, Loss 0: 0.026574, Loss 1: 0.000000, Total Loss: 0.026580, Learning Rate: 0.00010000
Iteration 17500/1000000, Loss 0: 0.026390, Loss 1: 0.000000, Total Loss: 0.026397, Learning Rate: 0.00010000
Iteration 17600/1000000, Loss 0: 0.026207, Loss 1: 0.000000, Total Loss: 0.026213, Learning Rate: 0.00010000
Iteration 17700/1000000, Loss 0: 0.026025, Loss 1: 0.000000, Total Loss: 0.026033, Learning Rate: 0.00010000
Iteration 17800/1000000, Loss 0: 0.025844, Loss 1: 0.000000, Total Loss: 0.025847, Learning Rate: 0.00010000
Iteration 17900/1000000, Loss 0: 0.025664, Loss 1: 0.000000, Total Loss: 0.025669, Learning Rate: 0.00010000
Iteration 18000/1000000, Loss 0: 0.025485, Loss 1: 0.000000, Total Loss: 0.025492, Learning Rate: 0.00010000
Iteration 18100/1000000, Loss 0: 0.025308, Loss 1: 0.000000, Total Loss: 0.025315, Learning Rate: 0.00010000
Iteration 18200/1000000, Loss 0: 0.025133, Loss 1: 0.000000, Total Loss: 0.025148, Learning Rate: 0.00010000
Iteration 18300/1000000, Loss 0: 0.024958, Loss 1: 0.000000, Total Loss: 0.024964, Learning Rate: 0.00010000
Iteration 18400/1000000, Loss 0: 0.024786, Loss 1: 0.000000, Total Loss: 0.024793, Learning Rate: 0.00010000
Iteration 18500/1000000, Loss 0: 0.024615, Loss 1: 0.000000, Total Loss: 0.024626, Learning Rate: 0.00010000
Iteration 18600/1000000, Loss 0: 0.024447, Loss 1: 0.000000, Total Loss: 0.024453, Learning Rate: 0.00010000
Iteration 18700/1000000, Loss 0: 0.024281, Loss 1: 0.000000, Total Loss: 0.024296, Learning Rate: 0.00010000
Iteration 18800/1000000, Loss 0: 0.024119, Loss 1: 0.000000, Total Loss: 0.024137, Learning Rate: 0.00010000
Iteration 18900/1000000, Loss 0: 0.023960, Loss 1: 0.000000, Total Loss: 0.023969, Learning Rate: 0.00010000
Iteration 19000/1000000, Loss 0: 0.023804, Loss 1: 0.000000, Total Loss: 0.023813, Learning Rate: 0.00010000
Iteration 19100/1000000, Loss 0: 0.023651, Loss 1: 0.000000, Total Loss: 0.023655, Learning Rate: 0.00010000
Iteration 19200/1000000, Loss 0: 0.023500, Loss 1: 0.000000, Total Loss: 0.023510, Learning Rate: 0.00010000
Iteration 19300/1000000, Loss 0: 0.023353, Loss 1: 0.000000, Total Loss: 0.023359, Learning Rate: 0.00010000
Iteration 19400/1000000, Loss 0: 0.023208, Loss 1: 0.000000, Total Loss: 0.023222, Learning Rate: 0.00010000
Iteration 19500/1000000, Loss 0: 0.023066, Loss 1: 0.000000, Total Loss: 0.023069, Learning Rate: 0.00010000
Iteration 19600/1000000, Loss 0: 0.022928, Loss 1: 0.000000, Total Loss: 0.022937, Learning Rate: 0.00010000
Iteration 19700/1000000, Loss 0: 0.022791, Loss 1: 0.000000, Total Loss: 0.022802, Learning Rate: 0.00010000
Iteration 19800/1000000, Loss 0: 0.022657, Loss 1: 0.000000, Total Loss: 0.022669, Learning Rate: 0.00010000
Iteration 19900/1000000, Loss 0: 0.022527, Loss 1: 0.000000, Total Loss: 0.022531, Learning Rate: 0.00010000
Iteration 20000/1000000, Loss 0: 0.022399, Loss 1: 0.000000, Total Loss: 0.022404, Learning Rate: 0.00010000
Iteration 20100/1000000, Loss 0: 0.022273, Loss 1: 0.000000, Total Loss: 0.022284, Learning Rate: 0.00010000
Iteration 20200/1000000, Loss 0: 0.022151, Loss 1: 0.000000, Total Loss: 0.022154, Learning Rate: 0.00010000
Iteration 20300/1000000, Loss 0: 0.022032, Loss 1: 0.000000, Total Loss: 0.022045, Learning Rate: 0.00010000
Iteration 20400/1000000, Loss 0: 0.021914, Loss 1: 0.000000, Total Loss: 0.021919, Learning Rate: 0.00010000
Iteration 20500/1000000, Loss 0: 0.021801, Loss 1: 0.000000, Total Loss: 0.021816, Learning Rate: 0.00010000
Iteration 20600/1000000, Loss 0: 0.021689, Loss 1: 0.000000, Total Loss: 0.021702, Learning Rate: 0.00010000
Iteration 20700/1000000, Loss 0: 0.021581, Loss 1: 0.000000, Total Loss: 0.021589, Learning Rate: 0.00010000
Iteration 20800/1000000, Loss 0: 0.021476, Loss 1: 0.000000, Total Loss: 0.021483, Learning Rate: 0.00010000
Iteration 20900/1000000, Loss 0: 0.021373, Loss 1: 0.000000, Total Loss: 0.021386, Learning Rate: 0.00010000
Iteration 21000/1000000, Loss 0: 0.021273, Loss 1: 0.000000, Total Loss: 0.021279, Learning Rate: 0.00010000
Iteration 21100/1000000, Loss 0: 0.021176, Loss 1: 0.000000, Total Loss: 0.021182, Learning Rate: 0.00010000
Iteration 21200/1000000, Loss 0: 0.021082, Loss 1: 0.000000, Total Loss: 0.021092, Learning Rate: 0.00010000
Iteration 21300/1000000, Loss 0: 0.020992, Loss 1: 0.000000, Total Loss: 0.020996, Learning Rate: 0.00010000
Iteration 21400/1000000, Loss 0: 0.020904, Loss 1: 0.000000, Total Loss: 0.020918, Learning Rate: 0.00010000
Iteration 21500/1000000, Loss 0: 0.020819, Loss 1: 0.000000, Total Loss: 0.020828, Learning Rate: 0.00010000
Iteration 21600/1000000, Loss 0: 0.020738, Loss 1: 0.000000, Total Loss: 0.020751, Learning Rate: 0.00010000
Iteration 21700/1000000, Loss 0: 0.020658, Loss 1: 0.000000, Total Loss: 0.020663, Learning Rate: 0.00010000
Iteration 21800/1000000, Loss 0: 0.020581, Loss 1: 0.000000, Total Loss: 0.020587, Learning Rate: 0.00010000
Iteration 21900/1000000, Loss 0: 0.020507, Loss 1: 0.000000, Total Loss: 0.020516, Learning Rate: 0.00010000
Iteration 22000/1000000, Loss 0: 0.020434, Loss 1: 0.000000, Total Loss: 0.020440, Learning Rate: 0.00010000
Iteration 22100/1000000, Loss 0: 0.020363, Loss 1: 0.000000, Total Loss: 0.020372, Learning Rate: 0.00010000
Iteration 22200/1000000, Loss 0: 0.020295, Loss 1: 0.000000, Total Loss: 0.020298, Learning Rate: 0.00010000
